name,state,iata_code,lat,long
Steamboat Bay Seaplane Base,AK,WSB,55.5296,-133.642
San Juan /Uganik/ Seaplane Base,AK,UGI,57.7304,-153.321
Wiseman Airport,AK,WSM,67.4046,-150.123
Glendale Fokker Field,WV,GWV,39.9487,-80.7595
Miami Seaplane Base,FL,MPB,25.7783,-80.1703
Modi,CA,XXZ,89.9998,179.9999
Waukon Municipal Airport,IA,UKN,43.2805,-91.4695
Akiachak Airport,AK,KKI,60.9048,-161.422
Bear Creek 3 Airport,AK,BCC,63.5733,-156.1495
Bethel Seaplane Base,AK,JBT,60.782,-161.743
Cape Pole Seaplane Base,AK,CZP,55.9663,-133.797
Chignik Bay Seaplane Base,AK,KBW,56.2956,-158.401
Birch Creek Airport,AK,KBC,66.274,-145.824
Copper Center 2 Airport,AK,CZC,61.9412,-145.294
Nyac Airport,AK,ZNC,60.9807,-159.994
