name,state,iata_code,lat,long
Clintonville Municipal Airport,WI,CLI,44.6138,-88.7313
Clinton Regional Airport,OK,CLK,35.5383,-98.9327
Easterwood Field,TX,CLL,30.5886,-96.3638
William R Fairchild International Airport,WA,CLM,48.1202,-123.5
Cliff Hatfield Memorial Airport,CA,CLR,33.1315,-115.521
Chehalis Centralia Airport,WA,CLS,46.677,-122.983
Charlotte Douglas International Airport,NC,CLT,35.214,-80.9431
Clearwater Air Park,FL,CLW,27.9767,-82.7587
John Glenn Columbus International Airport,OH,CMH,39.998,-82.8919
University of Illinois Willard Airport,IL,CMI,40.0392,-88.2781
Houghton County Memorial Airport,MI,CMX,47.1684,-88.4891
Sparta Fort Mc Coy Airport,WI,CMY,43.9583,-90.7379
Chernofski Harbor Seaplane Base,AK,KCN,53.4029,-167.5203
Claremont Municipal Airport,NH,CNH,43.3704,-72.3687
Blosser Municipal Airport,KS,CNK,39.5493,-97.6523
Cavern City Air Terminal,NM,CNM,32.3375,-104.263
Chino Airport,CA,CNO,33.9747,-117.637
Chanute Martin Johnson Airport,KS,CNU,37.6688,-95.4851
TSTC Waco Airport,TX,CNW,31.6378,-97.0741
Canyonlands Field,UT,CNY,38.755,-109.755
Yellowstone Regional Airport,WY,COD,44.5202,-109.024
Coeur D'Alene - Pappy Boyington Field,ID,COE,47.7743,-116.82
Patrick Air Force Base,FL,COF,28.2349,-80.6101
Merritt Island Airport,FL,COI,28.3416,-80.6855
Coleman Municipal Airport,TX,COM,31.8411,-99.4036
Concord Municipal Airport,NH,CON,43.2027,-71.5023
City of Colorado Springs Municipal Airport,CO,COS,38.8058,-104.701
Cotulla-La Salle County Airport,TX,COT,28.4567,-99.2203
Columbia Regional Airport,MO,COU,38.8181,-92.2196
Compton Woodley Airport,CA,CPM,33.89,-118.244
Casper-Natrona County International Airport,WY,CPR,42.908,-106.464
St Louis Downtown Airport,IL,CPS,38.5707,-90.1562
Cheraw Municipal Airport/Lynch Bellinger Field,SC,HCW,34.7129,-79.957
Colorado Creek Airport,AK,KCR,63.5677,-155.989
Grand Strand Airport,SC,CRE,33.8117,-78.7239
Jacksonville Executive at Craig Airport,FL,CRG,30.3363,-81.5144
Corcoran Airport,CA,CRO,36.1025,-119.595
Corpus Christi International Airport,TX,CRP,27.7704,-97.5012
Mc Clellan-Palomar Airport,CA,CLD,33.1283,-117.28
C David Campbell Field Corsicana Municipal Airport,TX,CRS,32.0281,-96.4006
Z M Jack Stell Field,AR,CRT,33.1783,-91.8802
Yeager Airport,WV,CRW,38.3731,-81.5932
Roscoe Turner Airport,MS,CRX,34.915,-88.6035
Columbus Metropolitan Airport,GA,CSG,32.5163,-84.9389
Clinton Sherman Airport,OK,CSM,35.3398,-99.2005
Creston Municipal Airport,IA,CSQ,41.0214,-94.3633
Crossville Memorial Whitson Field,TN,CSV,35.9513,-85.085
Cut Bank International Airport,MT,CTB,48.6084,-112.376
Cross City Airport,FL,CTY,29.6355,-83.1048
Sampson County Airport,NC,CTZ,34.9756,-78.3646
Jim Hamilton L.B. Owens Airport,SC,CUB,33.9705,-80.9952
Cushing Municipal Airport,OK,CUH,35.9499,-96.7731
Cincinnati Northern Kentucky International Airport,KY,CVG,39.0488,-84.6678
Sharp County Regional Airport,AR,CKK,36.2649,-91.5626
Clovis Municipal Airport,NM,CVN,34.4251,-103.079
Corvallis Municipal Airport,OR,CVO,44.4972,-123.29
Cannon Air Force Base,NM,CVS,34.3828,-103.322
Central Wisconsin Airport,WI,CWA,44.7776,-89.6668
Kickapoo Downtown Airport,TX,KIP,33.8578,-98.4904
Chennault International Airport,LA,CWF,30.2106,-93.1432
Clinton Municipal Airport,IA,CWI,41.8311,-90.3291
Calexico International Airport,CA,CXL,32.6695,-115.513
Conroe-North Houston Regional Airport,TX,CXO,30.3518,-95.4145
Carson Airport,NV,CSN,39.1922,-119.734
Capital City Airport,PA,HAR,40.2171,-76.8515
Cheyenne Regional Jerry Olson Field,WY,CYS,41.1557,-104.812
Dimmit County Airport,TX,CZT,28.5222,-99.8236
Tioga Municipal Airport,ND,VEX,48.3805,-102.898
Davison Army Air Field,VA,DAA,38.715,-77.181
Daytona Beach International Airport,FL,DAB,29.1799,-81.0581
Barstow Daggett Airport,CA,DAG,34.8537,-116.787
Dallas Love Field,TX,DAL,32.8471,-96.8518
Danville Regional Airport,VA,DAN,36.5729,-79.3361
James M Cox Dayton International Airport,OH,DAY,39.9024,-84.2194
W H 'Bud' Barron Airport,GA,DBN,32.5644,-82.9853
Dubuque Regional Airport,IA,DBQ,42.402,-90.7095
Ronald Reagan Washington National Airport,DC,DCA,38.8521,-77.0377
Pryor Field Regional Airport,AL,DCU,34.6527,-86.9454
Dodge City Regional Airport,KS,DDC,37.7634,-99.9656
Decatur Airport,IL,DEC,39.8346,-88.8657
Decorah Municipal Airport,IA,DEH,43.2755,-91.7394
Denver International Airport,CO,DEN,39.8617,-104.673
Coleman A. Young Municipal Airport,MI,DET,42.4092,-83.0099
Defiance Memorial Airport,OH,DFI,41.3375,-84.4288
Dallas Fort Worth International Airport,TX,DFW,32.8968,-97.038
Douglas Municipal Airport,AZ,DGL,31.3426,-109.506
Converse County Airport,WY,DGW,42.7972,-105.386
Dothan Regional Airport,AL,DHN,31.3213,-85.4496
Dalhart Municipal Airport,TX,DHT,36.0226,-102.547
Dickinson Theodore Roosevelt Regional Airport,ND,DIK,46.7974,-102.802
Chautauqua County-Dunkirk Airport,NY,DKK,42.4933,-79.272
Dillon County Airport,SC,DLL,34.4491,-79.3686
DLF Airport,TX,DLF,29.3595,-100.778
Duluth International Airport,MN,DLH,46.8421,-92.1936
Dillon Airport,MT,DLN,45.2554,-112.553
Columbia Gorge Regional the Dalles Municipal Airport,OR,DLS,45.6185,-121.167
Davis Monthan Air Force Base,AZ,DMA,32.1665,-110.883
Deming Municipal Airport,NM,DMN,32.2623,-107.721
Sedalia Memorial Airport,MO,DMO,38.7074,-93.1759
Daniel Field,GA,DNL,33.4665,-82.0394
Dalton Municipal Airport,GA,DNN,34.7229,-84.8702
Denison Municipal Airport,IA,DNS,41.9864,-95.3807
Vermilion Regional Airport,IL,DNV,40.1992,-87.5959
Dover Air Force Base,DE,DOV,39.1295,-75.466
Dupage Airport,IL,DPA,41.9078,-88.2486
Michael AAF (Dugway Proving Ground) Airport,UT,DPG,40.1994,-112.937
Desert Rock Airport,NV,DRA,36.6194,-116.033
Beauregard Regional Airport,LA,DRI,30.8317,-93.3399
Drummond Island Airport,MI,DRE,46.0093,-83.7439
Durango La Plata County Airport,CO,DRO,37.1515,-107.754
Del Rio International Airport,TX,DRT,29.3742,-100.927
Des Moines International Airport,IA,DSM,41.534,-93.6631
Dansville Municipal Airport,NY,DSV,42.5709,-77.7131
Delta Municipal Airport,UT,DTA,39.3806,-112.508
Detroit Lakes Airport - Wething Field,MN,DTL,46.8252,-95.8857
Shreveport Downtown Airport,LA,DTN,32.5402,-93.745
Destin Executive Airport,FL,DSI,30.4001,-86.4715
Detroit Metropolitan Wayne County Airport,MI,DTW,42.2124,-83.3534
Eaker Field,OK,DUA,33.9423,-96.3945
Halliburton Field,OK,DUC,34.4709,-97.9599
Bisbee Douglas International Airport,AZ,DUG,31.469,-109.604
DuBois Regional Airport,PA,DUJ,41.1783,-78.8987
Devils Lake Regional Airport,ND,DVL,48.1142,-98.9088
Davenport Municipal Airport,IA,DVN,41.6103,-90.5883
Marin County Airport - Gnoss Field,CA,NOT,38.1436,-122.556
Slayton Municipal Airport,MN,NSL,43.9868,-95.7826
Phoenix Deer Valley Airport,AZ,DVT,33.6883,-112.083
Wright Field,OH,DWF,39.78,-84.1044
David Wayne Hooks Memorial Airport,TX,DWH,30.0618,-95.5528
Danbury Municipal Airport,CT,DXR,41.3715,-73.4822
Doylestown Airport,PA,DYL,40.333,-75.1223
Dyess Air Force Base,TX,DYS,32.4208,-99.8546
Roy Hurd Memorial Airport,TX,MIF,31.5825,-102.909
Crane County Airport,TX,CCG,31.4151,-102.363
Ohkay Owingeh Airport,NM,ESO,36.03,-106.046
Whiteriver Airport,AZ,WTR,33.8125,-109.987
Alpine Casparis Municipal Airport,TX,ALE,30.3842,-103.684
Bagdad Airport,AZ,BGT,34.5959,-113.17
Phifer Airfield,WY,EAN,42.0555,-104.929
Kearney Regional Airport,NE,EAR,40.727,-99.0068
Pangborn Memorial Airport,WA,EAT,47.3989,-120.207
Chippewa Valley Regional Airport,WI,EAU,44.8658,-91.4843
Nanwalek Airport,AK,KEB,59.3521,-151.925
Webster City Municipal Airport,IA,EBS,42.4366,-93.8689
Elizabeth City Regional Airport & Coast Guard Air Station,NC,ECG,36.2606,-76.1746
Northwest Florida Beaches International Airport,FL,ECP,30.3571,-85.7954
Mondell Field,WY,ECS,43.8854,-104.318
Northeastern Regional Airport,NC,EDE,36.0277,-76.5671
Enterprise Municipal Airport,AL,ETS,31.2997,-85.8999
Edwards Air Force Base,CA,EDW,34.9054,-117.884
Needles Airport,CA,EED,34.7663,-114.623
Dillant Hopkins Airport,NH,EEN,42.8984,-72.2708
Ellington Airport,TX,EFD,29.6073,-95.1588
Northeast Kingdom International Airport,VT,EFK,44.8888,-72.2292
Jefferson Municipal Airport,IA,EFW,42.0102,-94.3426
Eagle County Regional Airport,CO,EGE,39.6426,-106.918
Duke Field,FL,EGI,30.6504,-86.5229
Eagle River Union Airport,WI,EGV,45.9323,-89.2683
Ekwok Airport,AK,KEK,59.3568,-157.471
Murray Field,CA,EKA,40.8034,-124.113
Elkhart Municipal Airport,IN,EKI,41.7194,-86.0032
Elkins-Randolph Co-Jennings Randolph Field,WV,EKN,38.8894,-79.8571
Elko Regional Airport,NV,EKO,40.8249,-115.792
Addington Field,KY,EKX,37.686,-85.925
Eagle Lake Airport,TX,ELA,29.6006,-96.3219
South Arkansas Regional At Goodwin Field,AR,ELD,33.221,-92.8133
Elk City Regional Business Airport,OK,ELK,35.4308,-99.3943
Elmira Corning Regional Airport,NY,ELM,42.1599,-76.8916
Bowers Field,WA,ELN,47.033,-120.531
Ely Municipal Airport,MN,LYU,47.8245,-91.8307
El Paso International Airport,TX,ELP,31.8072,-106.378
Ely Airport Yelland Field,NV,ELY,39.2997,-114.842
"Wellsville Municipal Arpt,Tarantine Field",NY,ELZ,42.1095,-77.99
Kemmerer Municipal Airport,WY,EMM,41.8241,-110.557
Emporia Municipal Airport,KS,EMP,38.3321,-96.1912
San Gabriel Valley Airport,CA,EMT,34.0861,-118.035
Vance Air Force Base,OK,END,36.3392,-97.9165
Centralia Municipal Airport,IL,ENL,38.5151,-89.0911
Wendover Airport,UT,ENV,40.7187,-114.031
Kenosha Regional Airport,WI,ENW,42.5957,-87.9278
Keokuk Municipal Airport,IA,EOK,40.4599,-91.4285
Ephrata Municipal Airport,WA,EPH,47.3076,-119.516
Captain Jack Thomas El Dorado Airport,KS,EDK,37.7741,-96.8176
Erie International Tom Ridge Field,PA,ERI,42.0831,-80.1739
Errol Airport,NH,ERR,44.7925,-71.1642
Kerrville Municipal Louis Schreiner Field,TX,ERV,29.9767,-99.0857
Delta County Airport,MI,ESC,45.7227,-87.0937
Esler Regional Airport,LA,ESF,31.3949,-92.2958
Easton Newnam Field,MD,ESN,38.8042,-76.069
Estherville Municipal Airport,IA,EST,43.4074,-94.7464
Easton State Airport,WA,ESW,47.2542,-121.186
West Bend Municipal Airport,WI,ETB,43.4222,-88.1279
Eastland Municipal Airport,TX,ETN,32.4135,-98.8098
Weedon Field,AL,EUF,31.9513,-85.1289
Mahlon Sweet Field,OR,EUG,44.1246,-123.212
Eveleth Virginia Municipal Airport,MN,EVM,47.4251,-92.4985
Evansville Regional Airport,IN,EVV,38.037,-87.5324
Evanston-Uinta County Airport-Burns Field,WY,EVW,41.2748,-111.035
New Bedford Regional Airport,MA,EWB,41.6761,-70.9569
Newton City-County Airport,KS,EWK,38.0582,-97.2745
Coastal Carolina Regional Airport,NC,EWN,35.073,-77.0429
Newark Liberty International Airport,NJ,EWR,40.6925,-74.1687
Key West International Airport,FL,EYW,24.5561,-81.7596
Wilbarger County Airport,TX,WIB,34.2257,-99.2838
French Valley Airport,CA,RBK,33.5742,-117.128
Felker Army Air Field,VA,FAF,37.1325,-76.6088
Farmington Regional Airport,MO,FAM,37.7611,-90.4286
Hector International Airport,ND,FAR,46.9207,-96.8158
Fresno Yosemite International Airport,CA,FAT,36.7762,-119.718
Fayetteville Regional Grannis Field,NC,FAY,34.9912,-78.8803
Simmons Army Air Field,NC,FBG,35.1318,-78.9367
Faribault Municipal Airport-Liz Wall Strohfus Field,MN,FBL,44.3284,-93.3125
Fort Bridger Airport,WY,FBR,41.3919,-110.407
Fairbury Municipal Airport,NE,FBY,40.183,-97.1693
Fresno Chandler Executive Airport,CA,FCH,36.7324,-119.82
Flying Cloud Airport,MN,FCM,44.8272,-93.4571
Butts AAF (Fort Carson) Air Field,CO,FCS,38.6784,-104.757
Forrest City Municipal Airport,AR,FCY,34.942,-90.775
Frederick Municipal Airport,MD,FDK,39.4176,-77.3743
Frederick Regional Airport,OK,FDR,34.352,-98.9839
Findlay Airport,OH,FDY,41.0135,-83.6687
Albertus Airport,IL,FEP,42.2462,-89.582
Fremont Municipal Airport,NE,FET,41.4491,-96.5202
First Flight Airport,NC,FFA,36.0182,-75.6713
Fairfield Municipal Airport,IA,FFL,41.0533,-91.9789
Fergus Falls Municipal Airport - Einar Mickelson Field,MN,FFM,46.2844,-96.1567
Wright-Patterson Air Force Base,OH,FFO,39.8261,-84.0483
Capital City Airport,KY,FFT,38.1825,-84.9047
Falcon Field,AZ,MSC,33.4608,-111.728
Friday Harbor Airport,WA,FRD,48.522,-123.024
Sierra Vista Municipal Airport / Libby Army Air Field,AZ,FHU,31.5874,-110.3482
Venango Regional Airport,PA,FKL,41.3779,-79.8604
Franklin Regional Airport,VA,FKN,36.6981,-76.9038
Fond du Lac County Airport,WI,FLD,43.7712,-88.4884
Flagstaff Pulliam Airport,AZ,FLG,35.1385,-111.671
Fort Lauderdale Hollywood International Airport,FL,FLL,26.0726,-80.1527
Florence Regional Airport,SC,FLO,34.1854,-79.7239
Marion County Regional Airport,AR,FLP,36.2909,-92.5903
Flushing Airport,NY,FLU,40.7787,-73.8326
Sherman Army Air Field,KS,FLV,39.3683,-94.9147
Fallon Municipal Airport,NV,FLX,39.4991,-118.749
Tipton Airport,MD,FME,39.0854,-76.7594
Cape Cod Coast Guard Air Station,MA,FMH,41.6584,-70.5214
Four Corners Regional Airport,NM,FMN,36.7412,-108.23
Page Field,FL,FMY,26.5866,-81.8633
Northern Colorado Regional Airport,CO,FNL,40.4518,-105.011
Bishop International Airport,MI,FNT,42.9654,-83.7436
Fort Dodge Regional Airport,IA,FOD,42.5515,-94.1926
Topeka Regional Airport - Forbes Field,KS,FOE,38.9509,-95.6636
Francis S Gabreski Airport,NY,FOK,40.8437,-72.6318
Fillmore Municipal Airport,UT,FIL,38.9583,-112.363
St Lucie County International Airport,FL,FPR,27.4951,-80.3683
Republic Airport,NY,FRG,40.7288,-73.4134
French Lick Municipal Airport,IN,FRH,38.5062,-86.6369
Marshall Army Air Field,KS,FRI,39.0553,-96.7645
Fairmont Municipal Airport,MN,FRM,43.6439,-94.4156
Front Royal Warren County Airport,VA,FRR,38.9175,-78.2535
Joe Foss Field Airport,SD,FSD,43.582,-96.7419
Henry Post Army Air Field (Fort Sill),OK,FSI,34.6498,-98.4022
Fort Scott Municipal Airport,KS,FSK,37.7984,-94.7694
Fort Smith Regional Airport,AR,FSM,35.3366,-94.3674
Fort Stockton Pecos County Airport,TX,FST,30.9157,-102.916
Fort Sumner Municipal Airport,NM,FSU,34.4834,-104.217
Fort Madison Municipal Airport,IA,FMS,40.6593,-91.3268
Godman Army Air Field,KY,FTK,37.9071,-85.9721
Fort Worth Meacham International Airport,TX,FTW,32.8198,-97.3624
Fulton County Airport Brown Field,GA,FTY,33.7791,-84.5214
Fullerton Municipal Airport,CA,FUL,33.872,-117.98
Northern Aroostook Regional Airport,ME,WFK,47.2855,-68.3128
Fort Wayne International Airport,IN,FWA,40.9785,-85.1951
Fort Lauderdale Executive Airport,FL,FXE,26.1973,-80.1707
Forest City Municipal Airport,IA,FXY,43.2347,-93.6241
Fayetteville Municipal Airport,TN,FYM,35.0597,-86.564
Drake Field,AR,FYV,36.0051,-94.1701
Northeast Alabama Regional Airport,AL,GAD,33.9726,-86.089
Gage Airport,OK,GAG,36.2955,-99.7764
Montgomery County Airpark,MD,GAI,39.1683,-77.166
Great Bend Municipal Airport,KS,GBD,38.3443,-98.8592
Galesburg Municipal Airport,IL,GBG,40.938,-90.4311
Walter J. Koladza Airport,MA,GBR,42.1842,-73.4032
Gillette Campbell County Airport,WY,GCC,44.3489,-105.539
Grant Co Regional/Ogilvie Field,OR,JDA,44.4042,-118.963
Garden City Regional Airport,KS,GCK,37.9275,-100.724
Grand Canyon National Park Airport,AZ,GCN,35.9524,-112.147
Greeneville Municipal Airport,TN,GCY,36.193,-82.8151
Gardner Municipal Airport,MA,GDM,42.55,-72.0161
Dawson Community Airport,MT,GDV,47.1387,-104.807
Gladwin Zettel Memorial Airport,MI,GDW,43.9706,-84.475
Sussex County Airport,DE,GED,38.6892,-75.3589
Spokane International Airport,WA,GEG,47.6199,-117.534
South Big Horn County Airport,WY,GEY,44.5168,-108.083
Malmstrom Air Force Base,MT,GFA,47.5047,-111.187
Grand Forks International Airport,ND,GFK,47.9493,-97.1761
Floyd Bennett Memorial Airport,NY,GFL,43.3412,-73.6103
Georgetown County Airport,SC,GGE,33.3117,-79.3196
East Texas Regional Airport,TX,GGG,32.384,-94.7115
Wokal Field/Glasgow-Valley County Airport,MT,GGW,48.2125,-106.615
Centerville Municipal Airport,TN,GHM,35.8374,-87.4454
Winter Haven Regional Airport - Gilbert Field,FL,GIF,28.0629,-81.7533
Grand Junction Regional Airport,CO,GJT,39.1224,-108.527
Port Meadville Airport,PA,MEJ,41.6265,-80.2147
Gatlinburg-Pigeon Forge Airport,TN,GKT,35.8578,-83.5287
Renner Field-Goodland Municipal Airport,KS,GLD,39.3706,-101.699
Gainesville Municipal Airport,TX,GLE,33.6514,-97.197
Mid Delta Regional Airport,MS,GLH,33.4829,-90.9856
Gaylord Regional Airport,MI,GLR,45.0135,-84.7036
Scholes International At Galveston Airport,TX,GLS,29.2653,-94.8604
Glasgow Municipal Airport,KY,GLW,37.0318,-85.9537
Greenville Downtown Airport,SC,GMU,34.8479,-82.35
Gooding Municipal Airport,ID,GNG,42.9172,-114.765
Grants-Milan Municipal Airport,NM,GNT,35.1673,-107.902
Gainesville Regional Airport,FL,GNV,29.6901,-82.2718
Guthrie-Edmond Regional Airport,OK,GOK,35.8498,-97.4156
Groton New London Airport,CT,GON,41.3301,-72.0451
Glacier Park International Airport,MT,FCA,48.3105,-114.256
Gulfport Biloxi International Airport,MS,GPT,30.4073,-89.0701
Grand Rapids Itasca Co-Gordon Newstrom field,MN,GPZ,47.2111,-93.5098
Galion Municipal Airport,OH,GQQ,40.7534,-82.7238
Austin Straubel International Airport,WI,GRB,44.4851,-88.1296
Greenwood County Airport,SC,GRD,34.2487,-82.1591
Greenville Airport,IL,GRE,38.8362,-89.3784
Gray Army Air Field,WA,GRF,47.0792,-122.581
Central Nebraska Regional Airport,NE,GRI,40.9675,-98.3096
Robert Gray  Army Air Field Airport,TX,GRK,31.0672,-97.8289
Gordon Municipal Airport,NE,GRN,42.806,-102.175
Gerald R. Ford International Airport,MI,GRR,42.8808,-85.5228
Seymour Johnson Air Force Base,NC,GSB,35.3394,-77.9606
Goshen Municipal Airport,IN,GSH,41.5264,-85.7929
Piedmont Triad International Airport,NC,GSO,36.0978,-79.9373
Greenville Spartanburg International Airport,SC,GSP,34.8957,-82.2189
Greater Southwest International Airport-Amon Carter Field,TX,GSW,32.8308,-97.0492
Great Falls International Airport,MT,GTF,47.482,-111.371
Grantsburg Municipal Airport,WI,GTG,45.7981,-92.6644
Golden Triangle Regional Airport,MS,GTR,33.4503,-88.5914
Gunnison Crested Butte Regional Airport,CO,GUC,38.5339,-106.933
Gallup Municipal Airport,NM,GUP,35.5111,-108.789
Grissom Air Reserve Base,IN,GUS,40.6481,-86.1521
Guymon Municipal Airport,OK,GUY,36.6851,-101.508
Lee Gilmer Memorial Airport,GA,GVL,34.2726,-83.8302
Majors Airport,TX,GVT,33.0678,-96.0653
Richards-Gebaur Air Force Base,MO,GVW,38.8442,-94.56
GreenwoodâLeflore Airport,MS,GWO,33.4943,-90.0847
Glenwood Springs Municipal Airport,CO,GWS,39.5083,-107.311
Grayling Airport,AK,KGX,62.8952,-160.0663
GreeleyâWeld County Airport,CO,GXY,40.4374,-104.633
Donaldson Field Airport,SC,GDC,34.7583,-82.3764
North Texas Regional Airport/Perrin Field,TX,PNX,33.7141,-96.6737
Phoenix Goodyear Airport,AZ,GYR,33.4225,-112.376
Gary Chicago International Airport,IN,GYY,41.6163,-87.4128
Glacier Creek Airport,AK,KGZ,61.4551,-142.381
Marion County Rankin Fite Airport,AL,HAB,34.1176,-87.9982
Half Moon Bay Airport,CA,HAF,37.5134,-122.501
Three Rivers Municipal Dr Haines Airport,MI,HAI,41.9598,-85.5934
Butler Co Regional Airport - Hogan Field,OH,HAO,39.3638,-84.522
Hatbox Field,OK,HAX,35.7459,-95.4128
Hattiesburg Bobby L Chain Municipal Airport,MS,HBG,31.2648,-89.2528
Hobart Regional Airport,OK,HBR,34.9913,-99.0513
Brewster Field,NE,HDE,40.4521,-99.3365
Yampa Valley Airport,CO,HDN,40.4812,-107.218
Thompson-Robbins Airport,AR,HEE,34.5766,-90.6762
Manassas Regional Airport/Harry P. Davis Field,VA,MNZ,38.7214,-77.5154
Hardy-Anders Field / Natchez-Adams County Airport,MS,HEZ,31.6137,-91.2973
Hartford Brainard Airport,CT,HFD,41.7367,-72.6494
Mackall Army Air Field,NC,HFF,35.0363,-79.4978
Hagerstown Regional Richard A Henson Field,MD,HGR,39.7079,-77.7295
Jack Northrop Field Hawthorne Municipal Airport,CA,HHR,33.9228,-118.335
Stan Stamper Municipal Airport,OK,HUJ,34.0348,-95.5419
Range Regional Airport,MN,HIB,47.3866,-92.839
Mount Washington Regional Airport,NH,HIE,44.3676,-71.5445
Hill Air Force Base,UT,HIF,41.124,-111.9731
Lake Havasu City Airport,AZ,HII,34.5711,-114.358
Portland Hillsboro Airport,OR,HIO,45.5404,-122.95
Blytheville Municipal Airport,AR,HKA,35.9404,-89.8308
Hawkins Field,MS,HKS,32.3345,-90.2222
Hickory Regional Airport,NC,HKY,35.7411,-81.3895
Hillenbrand Industries Airport,IN,HLB,39.3445,-85.2583
Hill City Municipal Airport,KS,HLC,39.3788,-99.8315
Wheeling Ohio County Airport,WV,HLG,40.175,-80.6463
Park Township Airport,MI,HLM,42.7959,-86.162
Helena Regional Airport,MT,HLN,46.6068,-111.983
Hood Army Air Field,TX,HLR,31.1387,-97.7145
Holloman Air Force Base,NM,HMN,32.8525,-106.107
Hemet Ryan Airport,CA,HMT,33.734,-117.023
Huntingburg Airport,IN,HNB,38.249,-86.9537
Henderson Executive Airport,NV,HSH,35.9728,-115.134
Lea County Regional Airport,NM,HOB,32.6875,-103.217
Huron Regional Airport,SD,HON,44.3852,-98.2285
Campbell AAF (Fort Campbell) Air Field,KY,HOP,36.6686,-87.4962
Memorial Field,AR,HOT,34.478,-93.0962
William P Hobby Airport,TX,HOU,29.6454,-95.2789
Westchester County Airport,NY,HPN,41.067,-73.7076
Hampton Municipal Airport,IA,HPT,42.7237,-93.2263
Baytown Airport,TX,HPY,29.7861,-94.9527
Bowerman Airport,WA,HQM,46.9712,-123.937
Hermiston Municipal Airport,OR,HES,45.8282,-119.259
Valley International Airport,TX,HRL,26.2285,-97.6544
Boone County Airport,AR,HRO,36.2615,-93.1547
Harrisburg-Raleigh Airport,IL,HSB,37.8113,-88.5503
Billy Mitchell Airport,NC,HNC,35.2328,-75.6178
Hot Springs County Airport,WY,THP,43.7136,-108.3897
Hastings Municipal Airport,NE,HSI,40.6053,-98.4279
Ingalls Field,VA,HSP,37.9514,-79.8339
Homestead ARB Airport,FL,HST,25.4886,-80.3836
Huntsville International Carl T Jones Field,AL,HSV,34.6372,-86.7751
Hawthorne Industrial Airport,NV,HTH,38.5444,-118.634
Roscommon County - Blodgett Memorial Airport,MI,HTL,44.3598,-84.6711
East Hampton Airport,NY,HTO,40.9596,-72.2518
Tri-State/Milton J. Ferguson Field,WV,HTS,38.3667,-82.558
Lawrence County Airpark,OH,HTW,38.4193,-82.4943
Redstone Army Air Field,AL,HUA,34.6787,-86.6848
"Terre Haute Regional Airport, Hulman Field",IN,HUF,39.4515,-87.3076
Houlton International Airport,ME,HUL,46.1231,-67.7921
Houma Terrebonne Airport,LA,HUM,29.5665,-90.6604
Hutchinson Municipal Airport,KS,HUT,38.0655,-97.8606
Hanksville Airport,UT,HVE,38.418,-110.704
Tweed New Haven Airport,CT,HVN,41.2637,-72.8868
Havre City County Airport,MT,HVR,48.543,-109.762
Hartsville Regional Airport,SC,HVS,34.4031,-80.1192
Hayward Executive Airport,CA,HWD,37.6592,-122.122
North Perry Airport,FL,HWO,26.0012,-80.2407
Brookhaven Airport,NY,WSH,40.8219,-72.8694
Hilton Head Airport,SC,HHH,32.2244,-80.6975
Barnstable Municipal Boardman Polando Field,MA,HYA,41.6693,-70.2804
Sawyer County Airport,WI,HYR,46.0252,-91.4443
Hays Regional Airport,KS,HYS,38.8422,-99.2732
Hazleton Municipal Airport,PA,HZL,40.9868,-75.9949
Northeast Ohio Regional Airport,OH,JFN,41.778,-80.6955
Mc Connell Air Force Base,KS,IAB,37.6219,-97.2682
Washington Dulles International Airport,DC,IAD,38.9445,-77.4558
Niagara Falls International Airport,NY,IAG,43.1073,-78.9462
George Bush Intercontinental Houston Airport,TX,IAH,29.9844,-95.3414
Ivanof Bay Seaplane Base,AK,KIB,55.8975,-159.489
Schenck Field,IA,ICL,40.7218,-95.0264
Wichita Eisenhower National Airport,KS,ICT,37.6499,-97.4331
Idaho Falls Regional Airport,ID,IDA,43.5146,-112.071
Indiana County/Jimmy Stewart Fld/ Airport,PA,IDI,40.6322,-79.1055
Independence Municipal Airport,KS,IDP,37.1584,-95.7784
Pine Ridge Airport,SD,XPR,43.0225,-102.511
Iowa Falls Municipal Airport,IA,IFA,42.4708,-93.27
Laughlin Bullhead International Airport,AZ,IFP,35.1574,-114.56
Kingman Airport,AZ,IGM,35.2595,-113.938
Greater Kankakee Airport,IL,IKK,41.0714,-87.8463
Skylark Field,TX,ILE,31.0858,-97.6865
New Castle Airport,DE,ILG,39.6787,-75.6065
Wilmington International Airport,NC,ILM,34.2706,-77.9026
Wilmington Airpark,OH,ILN,39.4279,-83.7921
Imperial Municipal Airport,NE,IML,40.5093,-101.621
Immokalee Regional Airport,FL,IMM,26.4332,-81.401
Madison Municipal Airport,IN,MDN,38.7589,-85.4655
Ford Airport,MI,IMT,45.8184,-88.1145
Indianapolis International Airport,IN,IND,39.7173,-86.2944
Winkler County Airport,TX,INK,31.7796,-103.201
Falls International Airport,MN,INL,48.5662,-93.4031
Creech Air Force Base,NV,INS,36.5872,-115.673
Smith Reynolds Airport,NC,INT,36.1337,-80.222
Winslow Lindbergh Regional Airport,AZ,INW,35.0219,-110.723
Iowa City Municipal Airport,IA,IOW,41.6392,-91.5465
Imperial County Airport,CA,IPL,32.8342,-115.579
Williamsport Regional Airport,PA,IPT,41.2418,-76.9211
Kirksville Regional Airport,MO,IRK,40.0935,-92.5449
Kirsch Municipal Airport,MI,IRS,41.8133,-85.439
Kissimmee Gateway Airport,FL,ISM,28.2898,-81.4371
Sloulin Field International Airport,ND,ISN,48.1779,-103.642
Kinston Regional Jetport At Stallings Field,NC,ISO,35.3314,-77.6088
